Question,Response
Suggestions given by students:,No
Suggestions given by students:,Enjoying offline classes 
Suggestions given by students:,None
Suggestions given by students:,Not any
Suggestions given by students:,Asked time for revision
Suggestions given by students:,No Suggestions
Suggestions given by students:,Nil
Suggestions given by students:,More practice of map in 8th
Suggestions given by students:,Na
Suggestions given by students:,Preparation is going on for FINAL EXAMINATION
Suggestions given by students:,No
Suggestions given by students:,Preboard marks
Suggestions given by students:,We are ready for sat pratisat
Suggestions given by students:,Nil
Suggestions given by students:,No
Suggestions given by students:,Focus on Board Examination 
Suggestions given by students:,Nothing
Suggestions given by students:,No
Suggestions given by students:,. 
Suggestions given by students:,None
Suggestions given by students:,None
Suggestions given by students:,Na
Suggestions given by students:,NA
Suggestions given by students:,No
Suggestions given by students:,None
Suggestions given by students:,Nil
Suggestions given by students:,Nothing
Suggestions given by students:,None
Suggestions given by students:,NA
Suggestions given by students:,Nothing 
Suggestions given by students:,Students are doing good
Suggestions given by students:,Ok
Suggestions given by students:,Nil
Suggestions given by students:,Practical helpful 
Suggestions given by students:,None
Suggestions given by students:,No
Suggestions given by students:,No
Suggestions given by students:,No
Suggestions given by students:,Not particular
Suggestions given by students:,No
Suggestions given by students:,None
Suggestions given by students:,-
Suggestions given by students:,No
Suggestions given by students:,More written practice for solving the sums. 
Suggestions given by students:,Nil
Suggestions given by students:,More practice is required
Suggestions given by students:,Nothing
Suggestions given by students:,Regular classes are best
Suggestions given by students:,Practical helpful 
Suggestions given by students:,They are satisfied
Suggestions given by students:,Offline classee are best
Suggestions given by students:,Offline are best
Suggestions given by students:,.
Suggestions given by students:,Not any
Suggestions given by students:,Nil
Suggestions given by students:,Offline classes are more better
Suggestions given by students:,Offline clases are best
Suggestions given by students:,Nil
Suggestions given by students:,Focusing on simplified material for getting good marks in board exam 
Suggestions given by students:,Nil
Suggestions given by students:,No
Suggestions given by students:,None
Suggestions given by students:,Satisfied
Suggestions given by students:,Teachers required 
Suggestions given by students:,Papers be simple..
Suggestions given by students:,No
Suggestions given by students:,Less work
Suggestions given by students:,No
Suggestions given by students:,..
Suggestions given by students:,No
Suggestions given by students:,Happy with reduced syllabus.
Suggestions given by students:,Not any
Suggestions given by students:,Offline
Suggestions given by students:,Off line  classes best
Suggestions given by students:,None
Suggestions given by students:,No
Suggestions given by students:,NA
Suggestions given by students:,Need time to do revision
Suggestions given by students:,They do selective topics
Suggestions given by students:,No
Suggestions given by students:,Nil
Suggestions given by students:,Need of science teacher
Suggestions given by students:,no
Suggestions given by students:,None
Suggestions given by students:,Students want more practice for grammar
Suggestions given by students:,No
Suggestions given by students:,Need time for preparation
Suggestions given by students:,No suggestion
Suggestions given by students:,simplified material
Suggestions given by students:,None
Suggestions given by students:,No 
Suggestions given by students:,No
Suggestions given by students:,No
Suggestions given by students:,no
Suggestions given by students:,No problem
Suggestions given by students:,weekly test and pre-board revision
Suggestions given by students:,nil
Suggestions given by students:,No
Suggestions given by students:,Regarding exams preparation
Suggestions given by students:,None
Suggestions given by students:,No
Suggestions given by students:,Yes
Suggestions given by students:,No
Suggestions given by students:,Ofline learning is best
Suggestions given by students:,No
Suggestions given by students:,Happy to come to school
Suggestions given by students:,Simplified material is good 
Suggestions given by students:,No
Suggestions given by students:,No
Suggestions given by students:,They will work hard 
Suggestions given by students:,No
Suggestions given by students:,Nil
Suggestions given by students:,No
Suggestions given by students:,Nil
Suggestions given by students:,Na
Suggestions given by students:,Enjoying offline classes 
Suggestions given by students:,Happy .preparing for final exams
Suggestions given by students:,Nothing
Suggestions given by students:,No
Suggestions given by students:,.
Suggestions given by students:,Help in online study
Suggestions given by students:,No
Suggestions given by students:,Nothing 
Suggestions given by students:,.
Suggestions given by students:,.
Suggestions given by students:,Ready for exams
Suggestions given by students:,NA
Suggestions given by students:,Nil
Suggestions given by students:,No
Suggestions given by students:,Students are taking interest in study
Suggestions given by students:,Study material and short notes demands 
